id,name,text,trans,
0,ラジオの声,『──もう10月だって、みんな。まだ暑くない？\n俺だけ？　なんか最近さ、秋がなくなった気がしてて』,“──已经到10月啦各位，大家觉得还热吗？\n还是只有我这么想？不知道为啥最近，感觉好像秋天已经过去了一样”,
0,ラジオの声,『いや、あるんだろうけど短くなったっていうかね\nあちーあちー言ってたらもう11月とか12月とかなって』,“不，肯定还是在秋天的，只不过变短了而已\n一边叫着热死了热死了，不知不觉就到11月12月了”,
0,ラジオの声,『昔はもっとあったよねえ、秋\n秋がちゃんとあった時代に戻りたいなあ──』,“以前的秋天明显长多了\n真想回到那个明显有秋天氛围的时代啊──”,
0,女子生徒,ラジオはこれしか聴かない\n彼も、好きだった番組,我只听这个台\n他也，喜欢这个节目,
0,女子生徒,幸せだったあの頃,真幸福啊那个时候,
0,女子生徒,一緒にいられるだけで幸せだったあの日々は\nもう戻ってこない,仅仅是两个人待在一起就觉得幸福的日子\n再也回不去咯,
0,off,これは────,这是关于────,
0,off,なくしたものたちの\n物語,永不复返之物\n的故事,
4.00108E+12,摩美々,田中摩美々が、ゲストやリスナーと\nだらだらおしゃべりしまぁす,由我田中摩美美来主持，\n和各位嘉宾各位听众悠哉聊天的,
4.00108E+12,摩美々,『田中摩美々のまみみchat』,“田中摩美美的猫咪咪闲聊”,
4.00108E+12,摩美々,というわけで、今日から１ヶ月間\nラジオのパーソナリティーをやることになったんですケドー,所以总而言之，从今天开始的一个月里\n我就要担任广播电台的主持人啦,
4.00108E+12,摩美々,ひとりでしゃべるのは大変なんでー\n毎回ゲストに来てもらいまぁす,但是一个人说话很辛苦嘛ー\n所以每回都会请嘉宾哟,
0,プロデューサー,放送は毎週土曜日の夜、計５回\n最終回のみ生放送で、それ以外は収録になる,节目在每个星期六的晚上播出，一共5期\n最后一期是直播，其他都是录播,
0,プロデューサー,みんなにもひとりずつゲストとして出演してもらって、\n摩美々とトークをしてもらう予定だ,大家也预定会作为嘉宾分别出席，\n和摩美美一起聊天主持,
0,プロデューサー,摩美々とのおしゃべりが、聴いてくれる人たちの\n心に残るような番組にしたい、とのことだ,希望通过大家和摩美美的聊天内容，让听众们\n留下深刻的印象——的这么一个节目,
4.00108E+12,恋鐘,素敵な企画～\n楽しそうやね～！,好棒的企划～\n好期待啊～！,
4.00108E+12,咲耶,ああ。お仕事で摩美々とふたりきりの時を\n過ごせるなんて、願ってもないオファーだね,对啊。在工作的时候也可以和摩美美单独相处\n能这么度过，还真是个求之不得的工作啊,
4.00108E+12,結華,ねー！\nご褒美みたいなお仕事！,对啊！\n这个工作简直是奖励一样的！,
4.00108E+12,霧子,ふふ……\n楽しみ……,呵呵……\n好期待……,
4.00108E+12,摩美々,まぁ、みんなが来るなら\n進行は任せるんでー,就这样，大家都会来的话\n主持就交给你们咯—,
4.00108E+12,摩美々,──今回のゲストはこの方ですー,──这次的嘉宾是这位—,
4.00108E+12,恋鐘,アンティーカの月岡恋鐘ばい～！\nよろしくお願いします～！,咱是L′Antica的月冈恋钟哦～！\n请多多指教～！,
4.00108E+12,摩美々,恋鐘、なんか張り切ってるみたいなんでー\nお便り、全部読んでもらおうかなぁ,恋钟，好像很有干劲的样子嘛ー\n来信，全部都读一遍怎么样,
4.00108E+12,恋鐘,ふぇ……？\nそいは摩美々が読む予定やろ～？,诶……？\n那是摩美美要读的吧～？,
4.00108E+12,摩美々,ふふー\nそうだったっけー？,呵呵ー\n是吗～？,
4.00108E+12,摩美々,じゃー、メインコーナーいってみまぁす,那，我们开始主要环节吧,
4.00108E+12,摩美々,『なくしものchat』,“关于失物的闲聊”,『关于失物的闲聊』
4.00108E+12,摩美々,このコーナーでは、リスナーから事前に\n『なくしもの』というテーマでお便りを募集してー,在这个环节里，我们事先向听众征集\n以“失物”为主题的来信,\n以『失物』为主题的来信
4.00108E+12,摩美々,お便りをくれたリスナーに\n電話で詳しい話を聞いていきまぁす,然后向写信的听众\n打电话详细了解一下情况,
4.00108E+12,恋鐘,『なくしもの』……なんかなくした～、とか\nなくしたもんが見つからん～、ってこと？,“失物”……是说丢了什么，之类的\n或者是已经找不到，的东西吗？,『失物』……是说丢了什么……（略）
4.00108E+12,摩美々,まぁ、そんな感じー,就，差不多那样吧,
4.00108E+12,摩美々,恋鐘は最近、なくしものとかしたぁ？,恋钟最近，有丢过东西吗？,
4.00108E+12,恋鐘,うちはシュシュばなくしてしもうたばい……\nお仕事行く途中に──,咱之前弄把发圈弄丢过哦……\n在去工作的路上──,
4.00108E+12,恋鐘,ふぇ……急がんば～！,诶……好着急～！,
4.00108E+12,恋鐘,電車乗って、カバンば見たらもうなかったと……\nどこに落としてしもうたとやろか……,坐电车的时候，一看包包已经不见了……\n也忘了是放在哪里……,
4.00108E+12,恋鐘,お気に入りやったけん、残念ばい～……,那可是我的最喜欢的一个，好可惜哟～……,
4.00108E+12,摩美々,ふーん……,哦……,
4.00108E+12,恋鐘,摩美々はなくしもん、なんかある～？,摩美美的话，有丢过东西吗～？,
4.00108E+12,摩美々,私はぁ……ペンをなくしたくらいー\nお気に入りとかじゃなかったケドー,我啊……就丢过一支笔\n虽然也不是什么特别喜欢的一只就是说—,
4.00108E+12,恋鐘,そいならよかったばい\n大事かもんは、なくさんように気付けんばね～……,那就好啦\n如果是很重要的东西，一定要注意不要弄丢哦～……,
4.00108E+12,摩美々,んー,嗯,
4.00108E+12,摩美々,じゃー、お便りを読んでいきまぁす,那，我们来读一下来信,
4.00108E+12,摩美々,ラジオネーム『吾輩は猫の僕』さん,这位网名是“在下是猫奴”的听众,
4.00108E+12,摩美々,『摩美々さん、こんばんは\n自分がなくしたものは、メガネです』,“摩美美小姐，晚上好啊\n我失去了的东西，是一副眼镜”,
4.00108E+12,摩美々,『毎晩、枕元にメガネを置いて寝るのですが\n朝起きたら、置いていたはずのメガネが消えていました』,“我每天晚上，都会把眼镜放在枕头边\n但是那天早上醒来，放在那里的眼镜就不见了”,
4.00108E+12,恋鐘,ふぇ……？,诶……？,
4.00108E+12,摩美々,『自分は猫を飼っているのですが、どうやら猫が\nどこかへ持って行ってしまったようなのです』,“我家里养了一只猫，估计是我家的那只猫\n把眼镜叼到不知道哪里去了”,
4.00108E+12,恋鐘,猫……！,,
4.00108E+12,摩美々,『家中探し回ったのですが、見つかりません\nどこに持っていってしまったのでしょうか……』,“我在家里翻遍了，也没找到\n它把眼镜带到哪里去了呢……”,
4.00108E+12,恋鐘,……,,
4.00108E+12,摩美々,ってわけで\n電話で詳しい話、聞いてみまぁす,就这样\n我们现在打电话去详细了解一下情况,
0,女子生徒,あの後、何度か連絡してみたんだけど\n返信なくて……,在那之后，我给他发了好多次信息\n但一次都没有回复……,
0,女子生徒の友達１,そっか……,这样啊……,
0,女子生徒の友達２,簡単に吹っ切れないよね……\n２年も付き合ってたら……,很难一下子忘掉吧……\n毕竟在一起两年了……,
0,女子生徒の友達１,塾は？\n来てる？,补习班呢？\n有来过吗？,
0,女子生徒,ううん……\nあれ以来、全然──,没有……\n从那之后，就完全──,
0,女子生徒,なくなる,消失,
0,女子生徒,なくなるって\nこんなにあっけないんだ────,遗失\n是这样轻而易举的事啊————\n,遗失\n是这样轻而易举的事啊————
0,クラスメイト１,じゃあ、アンティーカだったら誰が好き？,那，提起L′Antica里的成员的话，他最喜欢谁？,
0,クラスメイト１の彼氏,アンティーカ……？\nえー、誰だろ────,L′Antica……？\n哎？谁啊——,
0,女子生徒,…………,,
0,女子生徒,アンティーカ────,L′Antica是——,
0,女子生徒,彼が好きだったアイドル……,他喜欢的偶像团体……,
0,リスナー１,──『はい……！\nもう一度、部屋を探してみます！』,──“好的……！\n我再在房间里找找！”,
4.00108E+12,恋鐘,うん～！\nメガネ、見つかったらよかね～……！,嗯～！\n一定要，找到眼镜～……！,
4.00108E+12,摩美々,頑張ってくださぁい,加油哦,
4.00108E+12,摩美々,じゃー次はぁ……\nちょっと変わったお便りらしいんだケド──,那接下来是……\n貌似是一封很奇特的来信──,
4.00108E+12,摩美々,ラジオネーム『しろくまタロウ』さん,这位网名是“白熊太郎”的听众,
4.00108E+12,摩美々,『摩美々さん、こんばんは。摩美々さんのファンなので、\nこのラジオを楽しみにしてました』,“摩美美小姐，晚上好。我是摩美美小姐的粉丝，\n所以很期待这个广播”,
4.00108E+12,摩美々,『早速ですが、僕の話を聞いてください\n僕は現在、受験生なのですが』,“那么我就有话直说了，请听听我的故事\n我现在，是考生”,
4.00108E+12,摩美々,『勉強に集中したいという理由で\n先日、２年付き合った彼女に別れを告げました』,“因为我想专心学习\n前几天，我向交往了两年的女朋友提出了分手”,
4.00108E+12,摩美々,『でも、別れた後も何度も連絡が来て困っています\n僕としては彼女との関係をキッパリなくしたいのですが』,“但是，分手后她还是给我发了很多信息，我很困扰\n我想和她彻底断绝关系”,
4.00108E+12,摩美々,『塾は同じだから、今後も顔は合わせるし\n何度もキツイことを言って傷つけたいわけでもなくて……』,“因为我们还在同一个补习班，以后还会见面\n我也不想反复说过分的话去伤害她……”,
4.00108E+12,摩美々,『どうすればいいと思いますか？』だって,“您觉得我该怎么办呢？”这样,
4.00108E+12,恋鐘,こいは難しか問題やね……,这个问题好难解哇……,
4.00108E+12,摩美々,──まぁ、とりあえず電話して……,──嘛，先打个电话过去……,
4.00108E+12,恋鐘,そうやね……\nまずは、詳しか話ば聞いてみるばい～,对啊……\n先详细了解一下情况吧～,
0,男子生徒,────『あ……もしもし』,────“啊……喂”,
4.00108E+12,摩美々,もしもしー\n田中摩美々ですー,喂ー\n我是田中摩美美—,
4.00108E+12,恋鐘,月岡恋鐘です～,咱是月冈恋钟～,
0,男子生徒,『あっ、はい……！\nあの、いつも曲聴いてます！』,“啊，好的……！\n那个，我一直以来都在听你们的歌哦！”,
4.00108E+12,恋鐘,ふぇ、嬉しか～\nありがとう～！,诶，好开心～\n谢谢～！,
4.00108E+12,摩美々,『お便りに、彼女と別れたって\n書いてあったんですケド……』,“您在来信里写道，您是\n和您女朋友分手了就是说……”,
0,男子生徒,あ、はい。塾で知り合った他校の子なんですけど\n今受験生なんで、勉強に集中したいなって思って……,啊，是的。我们是在补习班认识的，但不是一个学校\n现在是考生，所以想专心学习……,
0,男子生徒,でも彼女は連絡取りたいし、会いたいっていう子で……\n別れるちょっとくらい前からケンカするようになって,但是她一直想联系我，想见面……\n分手之前就一直为了这个吵架了,
0,男子生徒,会う度言い合いになっちゃうんで\nもう、難しいなって……それで──,每次见面都会吵架\n所以，觉得交流起来很困难……就──,
4.00108E+12,恋鐘＆摩美々,『…………』,“…………”,
0,男子生徒,『連絡はブロックすれば済むかもしれないんですけど、\n塾では顔を合わせちゃうんで、話しかけられても困るし』,“虽然可以拉黑她，但我们毕竟还会同一个补习班碰面，\n所以如果她跑过来跟我搭话，我也很困扰”,
4.00108E+12,恋鐘,う～ん……,嗯～……,
4.00108E+12,恋鐘,……\n摩美々はどがん思う～？,……\n摩美美怎么想～？,
4.00108E+12,摩美々,え……\nや、急に振られてもー,啊……\n不是，突然这么问我也不知道——\n,\n不是，突然这么问我也不知道——
4.00108E+12,摩美々,恋鐘からも、なんか言ってもらわないとー,恋钟你也，也说点什么啊,
4.00108E+12,恋鐘,そ、そがんこと言われても……,你、你这么一说……,
4.00108E+12,恋鐘,ん～……\n勉強も頑張らんといけんし集中したかよね……,嗯～……\n要努力学习的话集中一点比较好……,
4.00108E+12,恋鐘,ばってん、彼女さんの気持ちも\nわからんでもなかし……,但是，女朋友的心情\n也不是不能理解……,
0,男子生徒,『…………\nあの、摩美々さんだったらどうしますか？』,“…………\n那个，如果摩美美小姐的话，会怎么做呢？”,
4.00108E+12,摩美々,まぁ……\n私だったらっていうのはわかんないですケド……,这个嘛……\n如果是我的话，我也不知道会怎么做……,
4.00108E+12,摩美々,その気がないんだったら\nそれをちゃんと伝えてみるとかですかねー,但是，既然你没有那个意思的话\n直接跟她说不就好了呢？,
0,男子生徒,『──そうですよね……\nやっぱり、それしかないですよね』,“──说的是呢……\n果然，只能这么做了吧”,
4.00108E+12,摩美々,…………,…………,
0,男子生徒,（そうだよな……\nもう一度、ちゃんと言わないと────）,(说的是啊……\n这一次，一定要再好好告诉她────）,
0,女子生徒,────……,,
0,男子生徒,『もう連絡しないで\n元に戻る気ないから』,“不要再联系我了，\n已经回不到以前了”,
0,女子生徒,わかってたはずなのに,我明明就知道,
0,女子生徒,もう\n戻れないって────,已经\n再也回不去了——,
0,ラジオの声,『──でさ、金もないから野宿して……\nなんかもう、この世の終わりみたいな気持ちになって』,“——然后呢，因为没钱就只能露宿街头了……\n不知道怎么地，突然感觉这个世界好像完蛋了一样”,
0,ラジオの声,『何かがなくなるのって\nほんと一瞬なんだなあってさ』──,“也觉得失去了什么东西\n感叹着度过的时光转瞬即逝”——,
0,女子生徒,そう、一瞬だった,是啊，转瞬即逝,
0,女子生徒,瞬きをする間に\n世界が変わってしまったみたいだった,只眨了眨眼\n世界就有了翻天覆地的变化,
0,女子生徒,この世の終わりみたいな\n空,宛如世界末日一般\n变天了,
info,game_event_communications/400107901.json,,,
译者,武田,,,